frame,red,green,uncertain,session_id,rg_outcome,trial_id,global_trial_name
123,0,1,0,21,green,1083,E8
124,0,1,0,21,green,1083,E8
125,0,1,0,21,green,1083,E8
126,0,1,0,21,green,1083,E8
127,0,1,0,21,green,1083,E8
128,0,1,0,21,green,1083,E8
129,0,1,0,21,green,1083,E8
130,0,0,1,21,green,1083,E8
131,0,0,1,21,green,1083,E8
132,0,0,1,21,green,1083,E8
133,0,1,0,21,green,1083,E8
134,0,1,0,21,green,1083,E8
135,0,1,0,21,green,1083,E8
136,0,1,0,21,green,1083,E8
137,0,1,0,21,green,1083,E8
138,0,1,0,21,green,1083,E8
139,0,1,0,21,green,1083,E8
140,0,1,0,21,green,1083,E8
141,0,1,0,21,green,1083,E8
142,0,1,0,21,green,1083,E8
143,0,1,0,21,green,1083,E8
144,0,1,0,21,green,1083,E8
145,0,1,0,21,green,1083,E8
146,0,1,0,21,green,1083,E8
147,0,1,0,21,green,1083,E8
148,0,1,0,21,green,1083,E8
149,0,1,0,21,green,1083,E8
150,0,1,0,21,green,1083,E8
151,0,1,0,21,green,1083,E8
152,0,1,0,21,green,1083,E8
153,0,1,0,21,green,1083,E8
154,0,1,0,21,green,1083,E8
155,0,1,0,21,green,1083,E8
156,0,1,0,21,green,1083,E8
157,0,1,0,21,green,1083,E8
158,0,1,0,21,green,1083,E8
159,0,1,0,21,green,1083,E8
160,0,1,0,21,green,1083,E8
161,0,1,0,21,green,1083,E8
162,0,1,0,21,green,1083,E8
163,0,1,0,21,green,1083,E8
164,0,1,0,21,green,1083,E8
165,0,1,0,21,green,1083,E8
166,0,1,0,21,green,1083,E8
167,0,1,0,21,green,1083,E8
0,0,0,1,22,green,1098,E8
1,0,0,1,22,green,1098,E8
2,0,0,1,22,green,1098,E8
3,0,0,1,22,green,1098,E8
4,0,0,1,22,green,1098,E8
5,0,0,1,22,green,1098,E8
6,0,0,1,22,green,1098,E8
7,0,0,1,22,green,1098,E8
8,0,0,1,22,green,1098,E8
9,0,0,1,22,green,1098,E8
10,0,0,1,22,green,1098,E8
11,0,0,1,22,green,1098,E8
12,0,0,1,22,green,1098,E8
13,0,0,1,22,green,1098,E8
14,0,0,1,22,green,1098,E8
15,0,0,1,22,green,1098,E8
16,0,0,1,22,green,1098,E8
17,0,0,1,22,green,1098,E8
18,0,0,1,22,green,1098,E8
19,0,0,1,22,green,1098,E8
20,0,0,1,22,green,1098,E8
21,0,0,1,22,green,1098,E8
22,0,0,1,22,green,1098,E8
23,0,0,1,22,green,1098,E8
24,0,0,1,22,green,1098,E8
25,0,0,1,22,green,1098,E8
26,0,0,1,22,green,1098,E8
27,0,0,1,22,green,1098,E8
28,0,0,1,22,green,1098,E8
29,0,0,1,22,green,1098,E8
30,0,0,1,22,green,1098,E8
31,0,0,1,22,green,1098,E8
32,0,0,1,22,green,1098,E8
33,0,0,1,22,green,1098,E8
34,0,0,1,22,green,1098,E8
35,0,0,1,22,green,1098,E8
36,0,0,1,22,green,1098,E8
37,0,0,1,22,green,1098,E8
38,0,0,1,22,green,1098,E8
39,0,0,1,22,green,1098,E8
40,0,0,1,22,green,1098,E8
41,0,0,1,22,green,1098,E8
42,0,0,1,22,green,1098,E8
43,0,0,1,22,green,1098,E8
44,0,0,1,22,green,1098,E8
45,0,0,1,22,green,1098,E8
46,0,0,1,22,green,1098,E8
47,0,0,1,22,green,1098,E8
48,0,0,1,22,green,1098,E8
49,0,0,1,22,green,1098,E8
50,0,0,1,22,green,1098,E8
51,0,0,1,22,green,1098,E8
52,0,0,1,22,green,1098,E8
53,0,0,1,22,green,1098,E8
54,0,0,1,22,green,1098,E8
55,0,0,1,22,green,1098,E8
56,0,0,1,22,green,1098,E8
57,0,0,1,22,green,1098,E8
58,0,0,1,22,green,1098,E8
59,0,0,1,22,green,1098,E8
60,0,0,1,22,green,1098,E8
61,0,0,1,22,green,1098,E8
62,0,0,1,22,green,1098,E8
63,0,0,1,22,green,1098,E8
64,0,0,1,22,green,1098,E8
65,0,0,1,22,green,1098,E8
66,0,0,1,22,green,1098,E8
67,0,0,1,22,green,1098,E8
68,0,0,1,22,green,1098,E8
69,0,0,1,22,green,1098,E8
70,0,0,1,22,green,1098,E8
71,0,0,1,22,green,1098,E8
72,0,0,1,22,green,1098,E8
73,0,0,1,22,green,1098,E8
74,0,0,1,22,green,1098,E8
75,0,0,1,22,green,1098,E8
76,0,0,1,22,green,1098,E8
77,0,0,1,22,green,1098,E8
78,0,0,1,22,green,1098,E8
79,0,0,1,22,green,1098,E8
80,0,0,1,22,green,1098,E8
81,0,0,1,22,green,1098,E8
82,0,0,1,22,green,1098,E8
83,0,0,1,22,green,1098,E8
84,0,0,1,22,green,1098,E8
85,0,0,1,22,green,1098,E8
86,0,0,1,22,green,1098,E8
87,0,0,1,22,green,1098,E8
88,0,1,0,22,green,1098,E8
89,0,1,0,22,green,1098,E8
90,0,1,0,22,green,1098,E8
91,0,1,0,22,green,1098,E8
92,0,1,0,22,green,1098,E8
93,0,0,1,22,green,1098,E8
94,0,0,1,22,green,1098,E8
95,0,0,1,22,green,1098,E8
96,0,0,1,22,green,1098,E8
97,0,0,1,22,green,1098,E8
98,0,0,1,22,green,1098,E8
99,0,0,1,22,green,1098,E8
100,0,0,1,22,green,1098,E8
101,0,0,1,22,green,1098,E8
102,0,1,0,22,green,1098,E8
103,0,1,0,22,green,1098,E8
104,0,1,0,22,green,1098,E8
105,0,1,0,22,green,1098,E8
106,0,1,0,22,green,1098,E8
107,0,1,0,22,green,1098,E8
108,0,1,0,22,green,1098,E8
109,0,0,1,22,green,1098,E8
110,0,0,1,22,green,1098,E8
111,0,0,1,22,green,1098,E8
112,0,0,1,22,green,1098,E8
113,0,0,1,22,green,1098,E8
114,0,0,1,22,green,1098,E8
115,0,0,1,22,green,1098,E8
116,0,0,1,22,green,1098,E8
117,0,0,1,22,green,1098,E8
118,0,0,1,22,green,1098,E8
119,0,0,1,22,green,1098,E8
120,0,0,1,22,green,1098,E8
121,0,0,1,22,green,1098,E8
122,0,0,1,22,green,1098,E8
123,0,0,1,22,green,1098,E8
124,0,0,1,22,green,1098,E8
125,0,0,1,22,green,1098,E8
126,0,0,1,22,green,1098,E8
127,0,0,1,22,green,1098,E8
128,0,0,1,22,green,1098,E8
129,0,0,1,22,green,1098,E8
130,1,0,0,22,green,1098,E8
131,1,0,0,22,green,1098,E8
132,1,0,0,22,green,1098,E8
133,1,0,0,22,green,1098,E8
134,1,0,0,22,green,1098,E8
135,1,0,0,22,green,1098,E8
136,1,0,0,22,green,1098,E8
137,1,0,0,22,green,1098,E8
138,1,0,0,22,green,1098,E8
139,1,0,0,22,green,1098,E8
140,1,0,0,22,green,1098,E8
141,1,0,0,22,green,1098,E8
142,1,0,0,22,green,1098,E8
143,1,0,0,22,green,1098,E8
144,1,0,0,22,green,1098,E8
145,1,0,0,22,green,1098,E8
146,1,0,0,22,green,1098,E8
147,0,0,1,22,green,1098,E8
148,0,1,0,22,green,1098,E8
149,0,1,0,22,green,1098,E8
150,0,1,0,22,green,1098,E8
151,0,1,0,22,green,1098,E8
152,0,1,0,22,green,1098,E8
153,0,1,0,22,green,1098,E8
154,0,1,0,22,green,1098,E8
155,0,1,0,22,green,1098,E8
156,0,1,0,22,green,1098,E8
157,0,1,0,22,green,1098,E8
158,0,1,0,22,green,1098,E8
159,0,1,0,22,green,1098,E8
160,0,1,0,22,green,1098,E8
161,0,1,0,22,green,1098,E8
162,0,1,0,22,green,1098,E8
163,0,1,0,22,green,1098,E8
164,0,1,0,22,green,1098,E8
165,0,1,0,22,green,1098,E8
166,0,1,0,22,green,1098,E8
167,0,1,0,22,green,1098,E8
0,0,0,1,23,green,1149,E8
1,0,0,1,23,green,1149,E8
2,0,0,1,23,green,1149,E8
3,0,0,1,23,green,1149,E8
4,0,0,1,23,green,1149,E8
5,0,0,1,23,green,1149,E8
6,0,0,1,23,green,1149,E8
7,0,0,1,23,green,1149,E8
8,0,0,1,23,green,1149,E8
9,0,0,1,23,green,1149,E8
10,0,0,1,23,green,1149,E8
11,0,0,1,23,green,1149,E8
12,0,0,1,23,green,1149,E8
13,0,0,1,23,green,1149,E8
14,0,0,1,23,green,1149,E8
15,0,0,1,23,green,1149,E8
16,0,0,1,23,green,1149,E8
17,0,0,1,23,green,1149,E8
18,0,0,1,23,green,1149,E8
19,0,0,1,23,green,1149,E8
20,0,0,1,23,green,1149,E8
21,0,0,1,23,green,1149,E8
22,0,0,1,23,green,1149,E8
23,0,0,1,23,green,1149,E8
24,0,0,1,23,green,1149,E8
25,0,0,1,23,green,1149,E8
26,0,0,1,23,green,1149,E8
27,0,0,1,23,green,1149,E8
28,0,0,1,23,green,1149,E8
29,0,0,1,23,green,1149,E8
30,0,0,1,23,green,1149,E8
31,0,0,1,23,green,1149,E8
32,0,0,1,23,green,1149,E8
33,0,0,1,23,green,1149,E8
34,0,0,1,23,green,1149,E8
35,0,0,1,23,green,1149,E8
36,0,0,1,23,green,1149,E8
37,0,1,0,23,green,1149,E8
38,0,1,0,23,green,1149,E8
39,0,1,0,23,green,1149,E8
40,0,1,0,23,green,1149,E8
41,0,1,0,23,green,1149,E8
42,0,1,0,23,green,1149,E8
43,0,1,0,23,green,1149,E8
44,0,1,0,23,green,1149,E8
45,0,1,0,23,green,1149,E8
46,0,1,0,23,green,1149,E8
47,0,1,0,23,green,1149,E8
48,0,1,0,23,green,1149,E8
49,0,1,0,23,green,1149,E8
50,0,1,0,23,green,1149,E8
51,0,1,0,23,green,1149,E8
52,0,1,0,23,green,1149,E8
53,0,1,0,23,green,1149,E8
54,0,1,0,23,green,1149,E8
55,0,1,0,23,green,1149,E8
56,0,1,0,23,green,1149,E8
57,0,1,0,23,green,1149,E8
58,0,1,0,23,green,1149,E8
59,0,1,0,23,green,1149,E8
60,0,1,0,23,green,1149,E8
61,0,1,0,23,green,1149,E8
62,0,1,0,23,green,1149,E8
63,0,1,0,23,green,1149,E8
64,0,1,0,23,green,1149,E8
65,0,1,0,23,green,1149,E8
66,0,1,0,23,green,1149,E8
67,0,1,0,23,green,1149,E8
68,0,1,0,23,green,1149,E8
69,0,1,0,23,green,1149,E8
70,0,1,0,23,green,1149,E8
71,0,1,0,23,green,1149,E8
72,0,1,0,23,green,1149,E8
73,0,1,0,23,green,1149,E8
74,0,1,0,23,green,1149,E8
75,0,1,0,23,green,1149,E8
76,0,1,0,23,green,1149,E8
77,0,1,0,23,green,1149,E8
78,0,1,0,23,green,1149,E8
79,0,1,0,23,green,1149,E8
80,0,1,0,23,green,1149,E8
81,0,1,0,23,green,1149,E8
82,0,1,0,23,green,1149,E8
83,0,1,0,23,green,1149,E8
84,0,1,0,23,green,1149,E8
85,0,1,0,23,green,1149,E8
86,0,1,0,23,green,1149,E8
87,0,1,0,23,green,1149,E8
88,0,1,0,23,green,1149,E8
89,0,1,0,23,green,1149,E8
90,0,1,0,23,green,1149,E8
91,0,1,0,23,green,1149,E8
92,0,1,0,23,green,1149,E8
93,0,1,0,23,green,1149,E8
94,0,1,0,23,green,1149,E8
95,0,1,0,23,green,1149,E8
96,0,1,0,23,green,1149,E8
97,0,1,0,23,green,1149,E8
98,0,1,0,23,green,1149,E8
99,0,1,0,23,green,1149,E8
100,0,1,0,23,green,1149,E8
101,0,1,0,23,green,1149,E8
102,0,1,0,23,green,1149,E8
103,0,1,0,23,green,1149,E8
104,0,1,0,23,green,1149,E8
105,0,1,0,23,green,1149,E8
106,0,1,0,23,green,1149,E8
107,0,1,0,23,green,1149,E8
108,0,1,0,23,green,1149,E8
109,0,1,0,23,green,1149,E8
110,0,1,0,23,green,1149,E8
111,0,1,0,23,green,1149,E8
112,0,1,0,23,green,1149,E8
113,0,1,0,23,green,1149,E8
114,0,1,0,23,green,1149,E8
115,0,1,0,23,green,1149,E8
116,0,1,0,23,green,1149,E8
117,0,1,0,23,green,1149,E8
118,0,1,0,23,green,1149,E8
119,0,1,0,23,green,1149,E8
120,0,1,0,23,green,1149,E8
121,0,1,0,23,green,1149,E8
122,0,1,0,23,green,1149,E8
123,0,1,0,23,green,1149,E8
124,0,1,0,23,green,1149,E8
125,0,1,0,23,green,1149,E8
126,0,1,0,23,green,1149,E8
127,0,1,0,23,green,1149,E8
128,0,1,0,23,green,1149,E8
129,0,1,0,23,green,1149,E8
130,0,1,0,23,green,1149,E8
131,0,1,0,23,green,1149,E8
132,0,1,0,23,green,1149,E8
133,0,1,0,23,green,1149,E8
134,0,1,0,23,green,1149,E8
135,0,1,0,23,green,1149,E8
136,0,1,0,23,green,1149,E8
137,0,1,0,23,green,1149,E8
138,0,1,0,23,green,1149,E8
139,0,1,0,23,green,1149,E8
140,0,1,0,23,green,1149,E8
141,0,1,0,23,green,1149,E8
142,0,1,0,23,green,1149,E8
143,0,1,0,23,green,1149,E8
144,0,1,0,23,green,1149,E8
145,0,1,0,23,green,1149,E8
146,0,1,0,23,green,1149,E8
147,0,1,0,23,green,1149,E8
148,0,1,0,23,green,1149,E8
149,0,1,0,23,green,1149,E8
150,0,1,0,23,green,1149,E8
151,0,1,0,23,green,1149,E8
152,0,1,0,23,green,1149,E8
153,0,1,0,23,green,1149,E8
154,0,1,0,23,green,1149,E8
155,0,1,0,23,green,1149,E8
156,0,1,0,23,green,1149,E8
157,0,1,0,23,green,1149,E8
158,0,1,0,23,green,1149,E8
159,0,1,0,23,green,1149,E8
160,0,1,0,23,green,1149,E8
161,0,1,0,23,green,1149,E8
162,0,1,0,23,green,1149,E8
163,0,1,0,23,green,1149,E8
164,0,1,0,23,green,1149,E8
165,0,1,0,23,green,1149,E8
166,0,1,0,23,green,1149,E8
167,0,1,0,23,green,1149,E8
0,0,0,1,24,green,1241,E8
1,0,0,1,24,green,1241,E8
2,0,0,1,24,green,1241,E8
3,0,0,1,24,green,1241,E8
4,0,0,1,24,green,1241,E8
5,0,0,1,24,green,1241,E8
6,0,0,1,24,green,1241,E8
7,0,0,1,24,green,1241,E8
8,0,0,1,24,green,1241,E8
9,0,0,1,24,green,1241,E8
10,0,0,1,24,green,1241,E8
11,0,0,1,24,green,1241,E8
12,0,0,1,24,green,1241,E8
13,0,0,1,24,green,1241,E8
14,0,0,1,24,green,1241,E8
15,0,0,1,24,green,1241,E8
16,0,0,1,24,green,1241,E8
17,0,0,1,24,green,1241,E8
18,0,0,1,24,green,1241,E8
19,0,0,1,24,green,1241,E8
20,0,0,1,24,green,1241,E8
21,0,0,1,24,green,1241,E8
22,0,0,1,24,green,1241,E8
23,0,0,1,24,green,1241,E8
24,0,0,1,24,green,1241,E8
25,0,0,1,24,green,1241,E8
26,0,0,1,24,green,1241,E8
27,0,0,1,24,green,1241,E8
28,0,0,1,24,green,1241,E8
29,0,0,1,24,green,1241,E8
30,0,0,1,24,green,1241,E8
31,0,0,1,24,green,1241,E8
32,0,0,1,24,green,1241,E8
33,0,0,1,24,green,1241,E8
34,0,0,1,24,green,1241,E8
35,0,0,1,24,green,1241,E8
36,0,0,1,24,green,1241,E8
37,0,0,1,24,green,1241,E8
38,0,0,1,24,green,1241,E8
39,0,0,1,24,green,1241,E8
40,0,0,1,24,green,1241,E8
41,0,0,1,24,green,1241,E8
42,0,0,1,24,green,1241,E8
43,0,0,1,24,green,1241,E8
44,0,0,1,24,green,1241,E8
45,0,0,1,24,green,1241,E8
46,0,0,1,24,green,1241,E8
47,0,0,1,24,green,1241,E8
48,0,0,1,24,green,1241,E8
49,0,0,1,24,green,1241,E8
50,0,0,1,24,green,1241,E8
51,0,0,1,24,green,1241,E8
52,0,0,1,24,green,1241,E8
53,0,0,1,24,green,1241,E8
54,0,0,1,24,green,1241,E8
55,0,0,1,24,green,1241,E8
56,0,0,1,24,green,1241,E8
57,0,0,1,24,green,1241,E8
58,0,0,1,24,green,1241,E8
59,0,0,1,24,green,1241,E8
60,0,0,1,24,green,1241,E8
61,0,0,1,24,green,1241,E8
62,0,0,1,24,green,1241,E8
63,0,0,1,24,green,1241,E8
64,0,0,1,24,green,1241,E8
65,0,0,1,24,green,1241,E8
66,0,0,1,24,green,1241,E8
67,0,0,1,24,green,1241,E8
68,0,0,1,24,green,1241,E8
69,0,0,1,24,green,1241,E8
70,0,1,0,24,green,1241,E8
71,0,1,0,24,green,1241,E8
72,0,1,0,24,green,1241,E8
73,0,1,0,24,green,1241,E8
74,0,1,0,24,green,1241,E8
75,0,1,0,24,green,1241,E8
76,0,1,0,24,green,1241,E8
77,0,1,0,24,green,1241,E8
78,0,1,0,24,green,1241,E8
79,0,1,0,24,green,1241,E8
80,0,1,0,24,green,1241,E8
81,0,1,0,24,green,1241,E8
82,0,1,0,24,green,1241,E8
83,0,1,0,24,green,1241,E8
84,0,1,0,24,green,1241,E8
85,0,1,0,24,green,1241,E8
86,0,1,0,24,green,1241,E8
87,0,1,0,24,green,1241,E8
88,0,1,0,24,green,1241,E8
89,0,1,0,24,green,1241,E8
90,0,1,0,24,green,1241,E8
91,0,1,0,24,green,1241,E8
92,0,1,0,24,green,1241,E8
93,0,1,0,24,green,1241,E8
94,0,1,0,24,green,1241,E8
95,0,1,0,24,green,1241,E8
96,0,1,0,24,green,1241,E8
97,0,1,0,24,green,1241,E8
98,0,1,0,24,green,1241,E8
99,0,1,0,24,green,1241,E8
100,0,1,0,24,green,1241,E8
101,0,1,0,24,green,1241,E8
102,0,1,0,24,green,1241,E8
103,0,1,0,24,green,1241,E8
104,0,1,0,24,green,1241,E8
105,0,1,0,24,green,1241,E8
106,0,1,0,24,green,1241,E8
107,0,1,0,24,green,1241,E8
108,0,1,0,24,green,1241,E8
109,0,1,0,24,green,1241,E8
110,0,1,0,24,green,1241,E8
111,0,1,0,24,green,1241,E8
112,0,1,0,24,green,1241,E8
113,0,1,0,24,green,1241,E8
114,0,1,0,24,green,1241,E8
115,0,1,0,24,green,1241,E8
116,0,1,0,24,green,1241,E8
117,0,1,0,24,green,1241,E8
118,0,1,0,24,green,1241,E8
119,0,1,0,24,green,1241,E8
120,0,1,0,24,green,1241,E8
121,0,1,0,24,green,1241,E8
122,0,1,0,24,green,1241,E8
123,0,1,0,24,green,1241,E8
124,0,1,0,24,green,1241,E8
125,0,1,0,24,green,1241,E8
126,0,1,0,24,green,1241,E8
127,0,1,0,24,green,1241,E8
128,0,1,0,24,green,1241,E8
129,0,1,0,24,green,1241,E8
130,0,1,0,24,green,1241,E8
131,0,1,0,24,green,1241,E8
132,0,1,0,24,green,1241,E8
133,0,1,0,24,green,1241,E8
134,0,1,0,24,green,1241,E8
135,0,1,0,24,green,1241,E8
136,0,1,0,24,green,1241,E8
137,0,1,0,24,green,1241,E8
138,0,1,0,24,green,1241,E8
139,0,1,0,24,green,1241,E8
140,0,1,0,24,green,1241,E8
141,0,1,0,24,green,1241,E8
142,0,1,0,24,green,1241,E8
143,0,1,0,24,green,1241,E8
144,0,1,0,24,green,1241,E8
145,0,1,0,24,green,1241,E8
146,0,1,0,24,green,1241,E8
147,0,1,0,24,green,1241,E8
148,0,1,0,24,green,1241,E8
149,0,1,0,24,green,1241,E8
150,0,1,0,24,green,1241,E8
151,0,1,0,24,green,1241,E8
152,0,1,0,24,green,1241,E8
153,0,1,0,24,green,1241,E8
154,0,1,0,24,green,1241,E8
155,0,1,0,24,green,1241,E8
156,0,1,0,24,green,1241,E8
157,0,1,0,24,green,1241,E8
158,0,1,0,24,green,1241,E8
159,0,1,0,24,green,1241,E8
160,0,1,0,24,green,1241,E8
161,0,1,0,24,green,1241,E8
162,0,1,0,24,green,1241,E8
163,0,1,0,24,green,1241,E8
164,0,1,0,24,green,1241,E8
165,0,1,0,24,green,1241,E8
166,0,1,0,24,green,1241,E8
167,0,1,0,24,green,1241,E8
0,0,0,1,25,green,1169,E8
1,0,0,1,25,green,1169,E8
2,0,0,1,25,green,1169,E8
3,0,0,1,25,green,1169,E8
4,0,0,1,25,green,1169,E8
5,0,0,1,25,green,1169,E8
6,0,0,1,25,green,1169,E8
7,0,0,1,25,green,1169,E8
8,0,0,1,25,green,1169,E8
9,0,0,1,25,green,1169,E8
10,0,0,1,25,green,1169,E8
11,0,0,1,25,green,1169,E8
12,0,0,1,25,green,1169,E8
13,0,0,1,25,green,1169,E8
14,0,0,1,25,green,1169,E8
15,0,0,1,25,green,1169,E8
16,0,0,1,25,green,1169,E8
17,0,0,1,25,green,1169,E8
18,0,0,1,25,green,1169,E8
19,0,0,1,25,green,1169,E8
20,0,0,1,25,green,1169,E8
21,0,0,1,25,green,1169,E8
22,0,0,1,25,green,1169,E8
23,0,0,1,25,green,1169,E8
24,0,0,1,25,green,1169,E8
25,0,0,1,25,green,1169,E8
26,1,0,0,25,green,1169,E8
27,1,0,0,25,green,1169,E8
28,1,0,0,25,green,1169,E8
29,1,0,0,25,green,1169,E8
30,1,0,0,25,green,1169,E8
31,1,0,0,25,green,1169,E8
32,1,0,0,25,green,1169,E8
33,1,0,0,25,green,1169,E8
34,1,0,0,25,green,1169,E8
35,1,0,0,25,green,1169,E8
36,1,0,0,25,green,1169,E8
37,1,0,0,25,green,1169,E8
38,1,0,0,25,green,1169,E8
39,1,0,0,25,green,1169,E8
40,1,0,0,25,green,1169,E8
41,1,0,0,25,green,1169,E8
42,1,0,0,25,green,1169,E8
43,1,0,0,25,green,1169,E8
44,1,0,0,25,green,1169,E8
45,1,0,0,25,green,1169,E8
46,1,0,0,25,green,1169,E8
47,1,0,0,25,green,1169,E8
48,1,0,0,25,green,1169,E8
49,1,0,0,25,green,1169,E8
50,1,0,0,25,green,1169,E8
51,1,0,0,25,green,1169,E8
52,1,0,0,25,green,1169,E8
53,1,0,0,25,green,1169,E8
54,1,0,0,25,green,1169,E8
55,1,0,0,25,green,1169,E8
56,1,0,0,25,green,1169,E8
57,1,0,0,25,green,1169,E8
58,1,0,0,25,green,1169,E8
59,1,0,0,25,green,1169,E8
60,1,0,0,25,green,1169,E8
61,1,0,0,25,green,1169,E8
62,1,0,0,25,green,1169,E8
63,1,0,0,25,green,1169,E8
64,1,0,0,25,green,1169,E8
65,1,0,0,25,green,1169,E8
66,1,0,0,25,green,1169,E8
67,0,0,1,25,green,1169,E8
68,0,0,1,25,green,1169,E8
69,0,0,1,25,green,1169,E8
70,0,0,1,25,green,1169,E8
71,0,0,1,25,green,1169,E8
72,0,0,1,25,green,1169,E8
73,0,0,1,25,green,1169,E8
74,0,0,1,25,green,1169,E8
75,0,0,1,25,green,1169,E8
76,0,0,1,25,green,1169,E8
77,0,0,1,25,green,1169,E8
78,0,0,1,25,green,1169,E8
79,0,0,1,25,green,1169,E8
80,0,0,1,25,green,1169,E8
81,0,0,1,25,green,1169,E8
82,0,0,1,25,green,1169,E8
83,0,0,1,25,green,1169,E8
84,0,0,1,25,green,1169,E8
85,0,0,1,25,green,1169,E8
86,0,0,1,25,green,1169,E8
87,0,0,1,25,green,1169,E8
88,0,0,1,25,green,1169,E8
89,0,0,1,25,green,1169,E8
90,0,0,1,25,green,1169,E8
91,0,0,1,25,green,1169,E8
92,0,0,1,25,green,1169,E8
93,0,0,1,25,green,1169,E8
94,0,0,1,25,green,1169,E8
95,0,0,1,25,green,1169,E8
96,0,0,1,25,green,1169,E8
97,0,0,1,25,green,1169,E8
98,0,0,1,25,green,1169,E8
99,0,0,1,25,green,1169,E8
100,0,0,1,25,green,1169,E8
101,0,0,1,25,green,1169,E8
102,0,0,1,25,green,1169,E8
103,0,0,1,25,green,1169,E8
104,0,0,1,25,green,1169,E8
105,0,0,1,25,green,1169,E8
106,0,0,1,25,green,1169,E8
107,0,0,1,25,green,1169,E8
108,0,0,1,25,green,1169,E8
109,0,0,1,25,green,1169,E8
110,0,1,0,25,green,1169,E8
111,0,1,0,25,green,1169,E8
112,0,1,0,25,green,1169,E8
113,0,1,0,25,green,1169,E8
114,0,1,0,25,green,1169,E8
115,0,1,0,25,green,1169,E8
116,0,1,0,25,green,1169,E8
117,0,1,0,25,green,1169,E8
118,0,1,0,25,green,1169,E8
119,0,1,0,25,green,1169,E8
120,0,1,0,25,green,1169,E8
121,0,1,0,25,green,1169,E8
122,0,1,0,25,green,1169,E8
123,0,1,0,25,green,1169,E8
124,0,1,0,25,green,1169,E8
125,0,1,0,25,green,1169,E8
126,0,1,0,25,green,1169,E8
127,0,1,0,25,green,1169,E8
128,0,1,0,25,green,1169,E8
129,0,1,0,25,green,1169,E8
130,0,1,0,25,green,1169,E8
131,0,1,0,25,green,1169,E8
132,0,1,0,25,green,1169,E8
133,0,1,0,25,green,1169,E8
134,0,1,0,25,green,1169,E8
135,0,1,0,25,green,1169,E8
136,0,1,0,25,green,1169,E8
137,0,1,0,25,green,1169,E8
138,0,1,0,25,green,1169,E8
139,0,1,0,25,green,1169,E8
140,0,1,0,25,green,1169,E8
141,0,1,0,25,green,1169,E8
142,0,1,0,25,green,1169,E8
143,0,1,0,25,green,1169,E8
144,0,1,0,25,green,1169,E8
145,0,1,0,25,green,1169,E8
146,0,1,0,25,green,1169,E8
147,0,1,0,25,green,1169,E8
148,0,1,0,25,green,1169,E8
149,0,1,0,25,green,1169,E8
150,0,1,0,25,green,1169,E8
151,0,1,0,25,green,1169,E8
152,0,1,0,25,green,1169,E8
153,0,1,0,25,green,1169,E8
154,0,1,0,25,green,1169,E8
155,0,1,0,25,green,1169,E8
156,0,1,0,25,green,1169,E8
157,0,1,0,25,green,1169,E8
158,0,1,0,25,green,1169,E8
159,0,1,0,25,green,1169,E8
160,0,1,0,25,green,1169,E8
161,0,1,0,25,green,1169,E8
162,0,1,0,25,green,1169,E8
163,0,1,0,25,green,1169,E8
164,0,1,0,25,green,1169,E8
165,0,1,0,25,green,1169,E8
166,0,1,0,25,green,1169,E8
167,0,1,0,25,green,1169,E8
0,0,0,1,26,green,1221,E8
1,0,0,1,26,green,1221,E8
2,0,0,1,26,green,1221,E8
3,0,0,1,26,green,1221,E8
4,0,0,1,26,green,1221,E8
5,0,0,1,26,green,1221,E8
6,0,0,1,26,green,1221,E8
7,0,0,1,26,green,1221,E8
8,0,0,1,26,green,1221,E8
9,0,0,1,26,green,1221,E8
10,0,0,1,26,green,1221,E8
11,0,0,1,26,green,1221,E8
12,0,0,1,26,green,1221,E8
13,0,0,1,26,green,1221,E8
14,0,0,1,26,green,1221,E8
15,1,0,0,26,green,1221,E8
16,1,0,0,26,green,1221,E8
17,1,0,0,26,green,1221,E8
18,1,0,0,26,green,1221,E8
19,1,0,0,26,green,1221,E8
20,1,0,0,26,green,1221,E8
21,1,0,0,26,green,1221,E8
22,1,0,0,26,green,1221,E8
23,1,0,0,26,green,1221,E8
24,1,0,0,26,green,1221,E8
25,1,0,0,26,green,1221,E8
26,1,0,0,26,green,1221,E8
27,1,0,0,26,green,1221,E8
28,1,0,0,26,green,1221,E8
29,1,0,0,26,green,1221,E8
30,1,0,0,26,green,1221,E8
31,1,0,0,26,green,1221,E8
32,1,0,0,26,green,1221,E8
33,1,0,0,26,green,1221,E8
34,1,0,0,26,green,1221,E8
35,1,0,0,26,green,1221,E8
36,1,0,0,26,green,1221,E8
37,1,0,0,26,green,1221,E8
38,1,0,0,26,green,1221,E8
39,1,0,0,26,green,1221,E8
40,1,0,0,26,green,1221,E8
41,1,0,0,26,green,1221,E8
42,1,0,0,26,green,1221,E8
43,1,0,0,26,green,1221,E8
44,1,0,0,26,green,1221,E8
45,1,0,0,26,green,1221,E8
46,1,0,0,26,green,1221,E8
47,1,0,0,26,green,1221,E8
48,1,0,0,26,green,1221,E8
49,1,0,0,26,green,1221,E8
50,1,0,0,26,green,1221,E8
51,1,0,0,26,green,1221,E8
52,1,0,0,26,green,1221,E8
53,1,0,0,26,green,1221,E8
54,1,0,0,26,green,1221,E8
55,1,0,0,26,green,1221,E8
56,1,0,0,26,green,1221,E8
57,1,0,0,26,green,1221,E8
